"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Matériau d'emballage","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"
"20020",20020,"fruits, légumes, légumineuses et oléagineux","légumes","Courgette, pulpe et peau, crue","Courgette or zucchini, pulp and peel, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.43,0.071619717,0.48351979,7.9595581e-8,0.093310078,0.0019472239,3.4610704e-8,6.9802354e-9,4.386083e-10,0.0033776271,0.000072821929,0.0018152058,0.013792291,3.7281693000000002,9.7390121,2.9138435,7.3032144,0.0000034149395
"20021",20021,"fruits, légumes, légumineuses et oléagineux","légumes","Courgette, pulpe et peau, cuite","Courgette or zucchini, pulp and peel, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.92,0.1171618,0.91553836,1.1165428e-7,0.28132378,0.0029866296,4.9201869e-8,9.2848026e-9,6.0302351e-10,0.004803719,0.00011497469,0.002314984,0.01793181,5.0883079,11.949669,3.586546,18.788253,0.0000059125411
"20230",20230,"fruits, légumes, légumineuses et oléagineux","légumes","Courgette, pulpe et peau, surgelée, crue","Courgette or zucchini, pulp and peel, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",2.95,0.12067663,0.83876258,9.3426913e-8,0.64136927,0.0027739583,4.464927e-8,9.3515428e-9,5.9153079e-10,0.0045300967,0.00017111817,0.0021673546,0.015587892,5.1370360999999995,10.426452,2.9266884,23.864709,0.0000066829434
"20264",20264,"fruits, légumes, légumineuses et oléagineux","légumes","Courgette, purée","Courgettes, puree","2",0,"Ambiant (moyen)","PP","Micro-onde",2.92,0.110881,0.84866503,1.0251999e-7,0.24364282,0.0028890471,4.8454741e-8,9.0577115e-9,5.8053211e-10,0.0046759306,0.00011019205,0.0022929513,0.017699908,4.6833522,11.871851,3.5531422,16.770155,0.0000055859285
"15013",15013,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Crème de marrons","Chestnut cream","2",0,"Ambiant (long)","Acier","Pas de préparation",3.53,0.39021797999999996,1.6724243,2.0356975e-7,1.4416996,0.0068458939,1.5650428e-7,2.1465301e-8,2.0916298e-9,0.021547027,0.00037766873,0.0077181902,0.085008888,16.2771198,195.55954,15.172087,45.903961,0.000027867242
"15016",15016,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Crème de marrons vanillée, appertisée","Chestnut cream, vanilla flavoured, canned","2",0,"Ambiant (long)","Acier","Pas de préparation",3.53,0.35331665,1.513517,1.8474399e-7,1.3107552,0.0061902378,1.4166381e-7,1.9436996e-8,1.8919399e-9,0.019485632,0.00034053674,0.006979318,0.076851551,14.663435199999999,176.90877,13.725642,41.693722,0.000025252084
"20199",20199,"fruits, légumes, légumineuses et oléagineux","légumes","Cresson alénois, cru","Garden cress, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.12057694000000001,0.94106622,1.1823207e-7,0.33004301,0.0028706725,6.892573e-8,2.8607203e-8,8.3163967e-10,0.0051127084,0.00012505469,0.0023595334,0.026993532,7.3284549000000005,3.2448931,3.3103288,15.346496,0.0000061571744
"20022",20022,"fruits, légumes, légumineuses et oléagineux","légumes","Cresson de fontaine, cru","Watercress, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.55,0.08160525299999999,0.83080617,1.0828096e-7,0.2772709,0.0022047344,3.9386743e-8,1.1480074e-8,3.6095981e-10,0.0033254328,0.00011419977,0.0033527561,0.010574869,20.9265173,-27.460105,0.50224709,12.124095,0.0000065385543
"20231",20231,"fruits, légumes, légumineuses et oléagineux","légumes","Crosne, surgelé, cru","Chinese or Japanese artichokes, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",3.1,0.095279258,0.66202276,7.4829583e-8,0.49099079,0.0020408551,3.2541501e-8,9.5015477e-9,3.5054069e-10,0.0032064898,0.00013622751,0.001497622,0.0085298972,16.898691499999998,10.020661,1.9970503,18.445471,0.0000056435426
"15028",15028,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Cucurbitacées, graine","Cucurbitacea, seed","2",0,"Ambiant (long)","LDPE","Pas de préparation",4.87,0.8717691999999999,3.5004342,2.1091332e-7,0.34065499,0.014886996,7.5878995e-7,3.4495388e-7,8.6435439e-9,0.10655213,0.0030704657,0.058972034,0.45950062,42.292477000000005,574.55582,10.503152,35.055073,0.000023050488
"13011",13011,"fruits, légumes, légumineuses et oléagineux","fruits","Datte, pulpe et peau, sèche","Date, pulp and peel, dried","2",0,"Ambiant (moyen)","LDPE","Pas de préparation",2.96,0.35221175,2.760111,0.00024334859,0.17596468,0.0066217726,7.8005062e-8,5.1982313e-8,7.4711801e-10,0.011104761,0.00034951866,0.002475979,0.035791872,6.8393908,84.068583,-17.285368,18.571728,0.000013722069
"13152",13152,"fruits, légumes, légumineuses et oléagineux","fruits","Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)","Fruits dessert, all types (fruits dessert's sugar content is less than fruits compote but more than fruits compote reduced sugar)","2",0,"Glacé","PS","Pas de préparation",2.99,0.12446431999999999,0.95849327,1.5316132e-7,0.63039727,0.0027887234,5.597047e-8,1.1683143e-8,6.7347155e-10,0.0059154695,0.00014652723,0.00337898,0.020098624,24.6991356,36.23144,1.2825352,24.053142,0.0000043988026
"20097",20097,"fruits, légumes, légumineuses et oléagineux","légumes","Échalote, crue","Shallot, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.062847785,0.36486326,7.0795261e-8,0.088221323,0.0013070886,2.381607e-8,5.8788473e-9,2.8875989e-10,0.0021847705,0.000064005693,0.0021840042,0.0073056145,4.0678407,18.201906,2.984875,5.5062663,0.0000037931631
"20255",20255,"fruits, légumes, légumineuses et oléagineux","légumes","Échalote, cuite","Shallot, cooked","2",0,"Ambiant (moyen)","LDPE","Cuisson à l'eau",3,0.11794002,0.92316466,1.0712972e-7,0.26154835,0.002753319,4.0327282e-8,8.5826129e-9,4.7525347e-10,0.0040230994,0.00017879862,0.0028840873,0.011575392,6.0356779,23.237008,3.8595511,17.647703,0.0000066905584
"20026",20026,"fruits, légumes, légumineuses et oléagineux","légumes","Endive, crue","Chicory, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.12060346,0.9380278,2.322257e-7,0.66259237,0.0026689438,4.1037081e-8,9.0992284e-9,7.1977842e-10,0.0041693947,0.00014045024,0.0032753713,0.014108558,35.7195465,42.758866,1.1485342,20.435108,0.0000074848181
"20060",20060,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, appertisé, égoutté","Spinach, canned, drained","2",0,"Ambiant (long)","Acier","Micro-onde",3,0.086711419,0.87538743,1.2382473e-7,0.26727614,0.0029105353,4.7411725e-8,9.0976062e-9,1.8238959e-9,0.0034220747,0.00019602607,0.0024272054,0.010100567,13.3373148,-13.811233,0.3927698,15.473256,0.0000050251099
"20059",20059,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, cru","Spinach, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.045614261,0.39129915,6.6098347e-8,0.17123415,0.001239363,2.3487914e-8,6.7754721e-9,2.0675366e-10,0.0019786702,0.000049528977,0.0019314688,0.0062123902,12.381107799999999,-17.05976,0.30641715,7.4231314,0.0000040196869
"20027",20027,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, cuit","Spinach, cooked","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.89,0.087694697,0.80368403,9.5313444e-8,0.41758022,0.0021262676,3.5837631e-8,9.0629173e-9,3.3230889e-10,0.0031376968,0.000089124498,0.0024376978,0.0089223281,15.191256200000002,-19.439223,0.50211318,19.482059,0.0000068160307
"20270",20270,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, jeunes pousses pour salades, cru","Spinach, young leaves, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.51,0.045614261,0.39129915,6.6098347e-8,0.17123415,0.001239363,2.3487914e-8,6.7754721e-9,2.0675366e-10,0.0019786702,0.000049528977,0.0019314688,0.0062123902,12.381107799999999,-17.05976,0.30641715,7.4231314,0.0000040196869
"20285",20285,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, purée","Spinach, puree","2",0,"Ambiant (moyen)","PP","Micro-onde",2.89,0.08088813800000001,0.71880137,8.6154804e-8,0.37989024,0.0020252376,3.507043e-8,8.8309663e-9,3.095323e-10,0.0030073723,0.000084323978,0.0024124054,0.0086775156,14.7824271,-19.519182,0.46867212,17.462252,0.0000064889106
"20083",20083,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, surgelé, cru","Spinach, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",2.9,0.09196516,0.75265763,8.1616498e-8,0.61807619,0.0021228279,3.40192e-8,8.9942177e-9,3.6931837e-10,0.0031585408,0.00014636409,0.0022598322,0.0084882091,12.719499800000001,-13.825977,0.52951885,21.948472,0.0000066844733
"20121",20121,"fruits, légumes, légumineuses et oléagineux","légumes","Épinard, surgelé, cuit","Spinach, frozen, cooked","2",0,"Congelé","LDPE","Cuisson à l'eau",3.09,0.11811104,0.97371,1.0552123e-7,0.82789926,0.0026105767,4.1161915e-8,1.0911054e-8,4.6496992e-10,0.003883893,0.00017944597,0.0026791619,0.010269302,15.3022738,-16.004836,0.65692585,29.134188,0.0000085591301
"9570",9570,"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses","Farine de châtaigne","Chestnut flour","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.53,0.62036477,2.5617535,3.38599e-7,0.40234308,0.011126066,1.9984094e-7,3.2204945e-8,1.4128772e-9,0.031009595,0.00046127273,0.010766159,0.12308711,27.326769,421.86671,33.427865,35.172554,0.00005591488
"20118",20118,"fruits, légumes, légumineuses et oléagineux","légumes","Fenouil, bouilli/cuit à l'eau","Fennel, boiled/cooked in water","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.77,0.16862705,1.524441,1.7139834e-7,0.31284591,0.0060040051,6.7995265e-8,1.845108e-8,6.3281251e-10,0.0084344798,0.00019352045,0.006544647,0.025775772,35.654512,17.438044,1.9318337,25.168197,0.000011051015
"20028",20028,"fruits, légumes, légumineuses et oléagineux","légumes","Fenouil, cru","Fennel, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.43,0.11270856,0.96252887,1.2977414e-7,0.10468433,0.0044717962,5.0134628e-8,1.4777301e-8,4.5921844e-10,0.0064315331,0.00013688609,0.0054290972,0.020456868,29.839649,14.48586,1.5142144,11.805615,0.0000076584328
"20517",20517,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève à écosser, fraîche","Broad bean, to shell, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.02,0.12406383000000001,0.94930668,8.0186737e-8,0.35040862,0.0033479778,3.2405111e-8,3.582376e-8,1.6036185e-9,0.0037218238,0.00025581042,0.010476173,0.011657098,11.51446849,151.37485,0.38674344,16.603006,0.0000066045629
"20500",20500,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève, cuite","Broad bean, cooked","2",0,"Ambiant (long)","LDPE","Micro-onde",3.01,0.057279032,0.41844255,3.5588822e-8,0.22020959,0.0014686214,1.4584668e-8,1.5553324e-8,6.9950492e-10,0.0016641945,0.0001135861,0.0045108074,0.0051173792,4.98373415,65.034392,0.17104443,8.6538169,0.0000032695434
"20536",20536,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève, fraîche, surgelée","Broad bean, fresh, frozen","2",0,"Congelé","LDPE","Micro-onde",3.16,0.069839348,0.50378806,4.9538259e-8,0.37290914,0.0017257687,1.769696e-8,1.6485113e-8,7.5606667e-10,0.0020004259,0.0001298448,0.004702014,0.0061055905,5.49324074,65.271155,0.16739791,12.571282,0.0000041467763
"20541",20541,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève, pelée, surgelée, crue","Broad bean, peeled, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",3.35,0.15332993,1.1481655,1.1268955e-7,0.70620541,0.0039471426,3.965689e-8,3.7994869e-8,1.7354099e-9,0.004505258,0.00029369389,0.010921692,0.013959674,12.7016417,151.92652,0.37824688,25.730876,0.0000086485547
"20542",20542,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève, pelée, surgelée, cuite à l'eau","Broad bean, without peal, frozen, water boiled","2",0,"Congelé","LDPE","Micro-onde",3.16,0.069839348,0.50378806,4.9538259e-8,0.37290914,0.0017257687,1.769696e-8,1.6485113e-8,7.5606667e-10,0.0020004259,0.0001298448,0.004702014,0.0061055905,5.49324074,65.271155,0.16739791,12.571282,0.0000041467763
"20518",20518,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève, sèche","Broad bean, dried","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.35,0.12406383000000001,0.94930668,8.0186737e-8,0.35040862,0.0033479778,3.2405111e-8,3.582376e-8,1.6036185e-9,0.0037218238,0.00025581042,0.010476173,0.011657098,11.51446849,151.37485,0.38674344,16.603006,0.0000066045629
"20543",20543,"fruits, légumes, légumineuses et oléagineux","légumineuses","Fève, surgelée, cuite à l'eau","Broad bean, frozen, water boiled","2",0,"Congelé","LDPE","Micro-onde",3.16,0.069839348,0.50378806,4.9538259e-8,0.37290914,0.0017257687,1.769696e-8,1.6485113e-8,7.5606667e-10,0.0020004259,0.0001298448,0.004702014,0.0061055905,5.49324074,65.271155,0.16739791,12.571282,0.0000041467763
"13063",13063,"fruits, légumes, légumineuses et oléagineux","fruits","Figue de Barbarie, pulpe et graines, crue","Prickly pear, pulp and seeds, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.04,0.087689974,0.36428259,7.5941824e-8,0.055255797,0.0016460119,2.7655095e-8,6.0271204e-9,4.4291155e-10,0.0027422773,0.000048089608,0.00090236345,0.010812941,4.7173391,17.822139,6.5083076,5.1144721,0.0000030277866
"13012",13012,"fruits, légumes, légumineuses et oléagineux","fruits","Figue, crue","Fig, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.9,0.21634628,0.61354989,9.9765318e-8,0.13240989,0.0025206296,4.8597776e-8,2.1434799e-8,9.5337647e-10,0.0046433307,0.000090782551,0.0026650744,0.020649824,18.2220025,35.210113,19.082114,8.3259913,0.0000051243444
"13013",13013,"fruits, légumes, légumineuses et oléagineux","fruits","Figue, sèche","Fig, dried","2",0,"Ambiant (moyen)","LDPE","Pas de préparation",2.96,0.56613579,1.0781752,1.1973529e-7,0.29432953,0.0049191583,1.008879e-7,5.59731e-8,2.4429211e-9,0.010805246,0.00022818542,0.0065899163,0.050128556,47.547039,95.766575,54.051405,18.276332,0.000011889263
"20135",20135,"fruits, légumes, légumineuses et oléagineux","légumes","Fondue de poireau","Leeks fondue or slow-simmered leeks","2",0,"Glacé","PP","Micro-onde",2.8,0.29148773,2.5109298,1.7089785e-7,1.035305,0.0062270796,1.9215977e-7,6.3317382e-8,1.4876416e-9,0.022366434,0.00028524244,0.0084593154,0.10539158,28.871477,87.069426,2.4499514,36.357967,0.000011888333
"13014_2",13014,"fruits, légumes, légumineuses et oléagineux","fruits","Fraise de saison, crue","Strawberry, in-season, raw","1",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.14,0.12665032,0.47706578,8.6245153e-8,0.10383838,0.0022985464,5.6057022e-8,1.6351232e-8,5.4914185e-10,0.0071860107,0.000098605941,0.0050007986,0.029046829,11.177257,62.484962,6.8842338,7.6255,0.0000031897531
"13014_3",13014,"fruits, légumes, légumineuses et oléagineux","fruits","Fraise hors saison, crue","Strawberry, off-season, raw","0",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.14,0.13814593,0.54865923,1.0330555e-7,0.11075186,0.0030846755,5.7506778e-8,1.6188568e-8,5.1715539e-10,0.007652807,0.0001029911,0.005257091,0.030792026,11.488924099999998,114.01949,6.8867898,8.7585616,0.0000035286588
"13014_1",13014,"fruits, légumes, légumineuses et oléagineux","fruits","Fraise, crue","Strawberry, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.25,0.12976961,0.49649032,9.0873982e-8,0.10571424,0.0025118602,5.6450109e-8,1.630705e-8,5.4045913e-10,0.0073126512,0.000099795725,0.0050703432,0.029520344,11.2618167,76.470688,6.8849273,7.932924,0.0000032817119
"13015",13015,"fruits, légumes, légumineuses et oléagineux","fruits","Framboise, crue","Raspberry, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.68,0.3160788,1.4750376,1.8566394e-7,0.079683233,0.0096144645,3.0035342e-7,6.0369647e-8,2.9330752e-9,0.042235121,0.00039263954,0.015160552,0.18121298,78.967052,118.34588,2.3659637,15.126296,0.000012646199
"13136",13136,"fruits, légumes, légumineuses et oléagineux","fruits","Framboise, surgelée, crue","Raspberry, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",2.93,0.38450612,1.9271669,2.0649484e-7,0.85301038,0.010751292,3.1533997e-7,6.3114619e-8,3.1246676e-9,0.043864025,0.00050506288,0.015504704,0.18428498,80.0146,120.1631,2.6724001,36.952927,0.00001830704
"4032",4032,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, cuites en friteuse","French fries or chips, frozen, deep-fried","2",0,"Congelé","LDPE","Four",2.71,0.23574926,1.5278497,1.702484e-7,1.6983717,0.0048981569,9.3898869e-8,2.6145897e-8,1.3261e-9,0.010819473,0.00035701601,0.0055401625,0.037686219,15.0809477,80.897554,2.2016988,52.070437,0.00001434778
"4046",4046,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, pour cuisson en friteuse","French fries or chips, frozen, raw, intended to be deep-fried","2",0,"Congelé","LDPE","Friture",2.93,0.18807073,1.2875871,1.4186417e-7,1.651944,0.003800445,6.3364774e-8,1.5268529e-8,8.3466018e-10,0.0064548565,0.00028041268,0.0028511076,0.019186996,8.8851815,33.337762,1.4034132,49.203124,0.000012751271
"4045",4045,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, pour cuisson micro-ondes","French fries or chips, frozen, raw, intended to be microwaved","2",0,"Congelé","LDPE","Micro-onde",2.93,0.15983085000000002,1.2009864,1.3287976e-7,1.2038978,0.0035365966,5.7992725e-8,1.384327e-8,7.0367861e-10,0.0058832861,0.00024679141,0.0025533138,0.017782981,7.9874267,29.005152,1.362822,39.31454,0.0000099180735
"4044",4044,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four","French fries or chips, frozen, raw, intended to be roasted/baked","2",0,"Congelé","LDPE","Four",2.93,0.18722910999999998,1.2758543,1.4085772e-7,1.6781469,0.0037522402,6.2592155e-8,1.5056467e-8,7.8022595e-10,0.0063375216,0.00027259051,0.0026530398,0.018560208,8.2726793,29.466303,1.3972131,49.694394,0.00001287283
"4030",4030,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Frites de pommes de terre, surgelées, rôties/cuites au four","French fries or chips, frozen, roasted/baked","2",0,"Congelé","LDPE","Four",2.93,0.18722910999999998,1.2758543,1.4085772e-7,1.6781469,0.0037522402,6.2592155e-8,1.5056467e-8,7.8022595e-10,0.0063375216,0.00027259051,0.0026530398,0.018560208,8.2726793,29.466303,1.3972131,49.694394,0.00001287283
"54500",54500,"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules","Fruit à pain, cru","Breadfruit, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.6,0.17341859,0.42500525,6.1279774e-8,0.060625427,0.0014063886,3.9518986e-8,6.3891547e-9,2.130259e-10,0.0038955069,0.000069213096,0.0005742582,0.013941341,14.0165086,30.867345,16.507962,5.3592598,0.0000046940133
"13016",13016,"fruits, légumes, légumineuses et oléagineux","fruits","Fruit de la passion ou maracudja, pulpe et pépins, cru","Passion fruit, pulp and pips, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.01,0.11161584,0.89281737,9.3546404e-8,0.1251309,0.0025565274,4.5098939e-8,4.8832758e-8,5.8892326e-10,0.0044675127,0.0002615303,0.0028099394,0.011573854,9.0015112,24.512914,3.1211547,11.05118,0.0000073194386
"13997",13997,"fruits, légumes, légumineuses et oléagineux","fruits","Fruits rouges, crus (framboises, fraises, groseilles, cassis)","Red berries (raspberries, strawberries, red currants, black currants) , raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.35,0.3160788,1.4750376,1.8566394e-7,0.079683233,0.0096144645,3.0035342e-7,6.0369647e-8,2.9330752e-9,0.042235121,0.00039263954,0.015160552,0.18121298,78.967052,118.34588,2.3659637,15.126296,0.000012646199
"58103",58103,"fruits, légumes, légumineuses et oléagineux","légumes","Gombo, fruit, cuit","Okra, cooked, without salt","2",0,"Ambiant (moyen)","PP","Cuisson à l'eau",2.95,0.18197443,1.6032765,1.8388974e-7,0.34418887,0.0078760545,7.0814144e-8,1.8666276e-8,7.0061345e-10,0.011009347,0.00020616407,0.0071974201,0.033020865,35.903019,17.563534,1.9427394,26.657732,0.0000113436
"13083",13083,"fruits, légumes, légumineuses et oléagineux","fruits","Goyave, pulpe, crue","Guava, pulp, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.01,0.13753738,1.1200771,1.413941e-7,0.14354697,0.0054294625,5.7868123e-8,5.0081199e-8,7.0532537e-10,0.0083888976,0.0002766617,0.0037796761,0.022329292,9.9294649,25.935628,3.1273378,14.287881,0.0000079078908
"13018",13018,"fruits, légumes, légumineuses et oléagineux","fruits","Grenade, pulpe et pépins, crue","Pomegranate, pulp and pips, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.12,0.072805715,0.48557222,9.1742469e-8,0.05036594,0.0018020196,2.9290308e-8,5.7728522e-9,4.2801502e-10,0.0024211115,0.000058105164,0.00098799349,0.010344908,11.239308999999999,18.751587,3.5955314,5.5016951,0.0000033405894
"13110",13110,"fruits, légumes, légumineuses et oléagineux","fruits","Griotte, crue","Morello cherry, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.36,0.5182849500000001,0.96904352,1.7722407e-7,0.11127406,0.0073559264,4.7476638e-8,2.4559174e-8,1.4159173e-9,0.0083094406,0.00037274716,0.0032548693,0.034276972,93.611705,983.40913,39.289119,12.424267,0.0000054152082
"13020",13020,"fruits, légumes, légumineuses et oléagineux","fruits","Groseille à maquereau, crue","Gooseberry, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",3.01,0.27443628,1.3140692,9.3043977e-7,0.21869073,0.0044975234,1.3064214e-7,3.8660521e-8,2.9388289e-9,0.0079232205,0.00044688565,0.0032970737,0.025653853,244.72239689999998,6.5295495,5.8905836,22.975122,0.000013823736
"13019",13019,"fruits, légumes, légumineuses et oléagineux","fruits","Groseille, crue","Red currant, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.92,0.23123566,1.7875466,2.4178264e-7,0.29978335,0.0050522415,1.111858e-7,1.9574688e-8,2.7696775e-9,0.009614237,0.00073029557,0.0042451358,0.0302833,20.3479334,-3.4776444,5.6218709,32.323699,0.000019219162
"20063",20063,"fruits, légumes, légumineuses et oléagineux","légumes","Haricot beurre, appertisé, égoutté","Butter bean or yellow bean, canned, drained","2",0,"Ambiant (long)","Acier","Micro-onde",3,0.17688504,1.1281011,1.6819863e-7,0.32013041,0.003920657,8.7781128e-8,7.8588243e-9,2.5395853e-9,0.008742782,0.00029819547,0.003701881,0.033314511,9.307399499999999,88.3947,6.7735815,19.090927,0.000004559549
"20195",20195,"fruits, légumes, légumineuses et oléagineux","légumes","Haricot beurre, cru","Butter bean or yellow bean, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.38,0.12471866,0.5056327,9.0465585e-8,0.10305893,0.0017311885,5.761478e-8,4.2002433e-9,4.9108323e-10,0.0070663472,0.00011386934,0.0030900898,0.029545154,6.423655699999999,95.264642,7.280518,6.4890832,0.0000024461209
"20203",20203,"fruits, légumes, légumineuses et oléagineux","légumes","Haricot beurre, surgelé, cru","Butter bean or yellow bean, frozen, raw","2",0,"Congelé","LDPE","Pas de préparation",2.9,0.16486990999999998,0.81106617,9.6720951e-8,0.61960288,0.0024760012,6.4283089e-8,6.5471775e-9,6.2247339e-10,0.0078476896,0.00020244805,0.0032911052,0.029926394,7.858404,87.60632,6.8615699,22.157294,0.0000055083816
"20511",20511,"fruits, légumes, légumineuses et oléagineux","légumineuses","Haricot blanc, appertisé, égoutté","Haricot bean, canned, drained","2",0,"Ambiant (long)","Acier","Micro-onde",3.28,0.13261826999999998,0.76531296,1.049683e-7,0.27198294,0.0025699178,6.5978042e-8,5.7977969e-9,2.0410859e-9,0.0063217335,0.00022754716,0.0027101628,0.023895372,6.1545514,70.513763,5.4209739,14.639479,0.0000030537333
"20502",20502,"fruits, légumes, légumineuses et oléagineux","légumineuses","Haricot blanc, cuit","Haricot bean, cooked","2",0,"Ambiant (long)","LDPE","Micro-onde",3.29,0.055852634,0.25112226,2.7146249e-8,0.21195736,0.00076772363,2.1844244e-8,1.9404959e-9,1.9688299e-10,0.0025959788,0.000066578755,0.0010064972,0.0096982737,2.1051464,30.63138,2.4313291,7.6809795,0.0000020450425
"20501",20501,"fruits, légumes, légumineuses et oléagineux","légumineuses","Haricot blanc, sec","Haricot bean, dry","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.43,0.12044629,0.55573526,5.9647303e-8,0.33088943,0.0017058159,4.901878e-8,4.0729536e-9,4.3111499e-10,0.0058822993,0.00014603633,0.0023088158,0.022307272,4.789388000000001,71.174756,5.6531213,14.279592,0.0000037381654
"20126",20126,"fruits, légumes, légumineuses et oléagineux","légumes","Haricot de Lima, cru","Lima bean, raw","2",0,"Ambiant (moyen)","Pas d'emballage","Pas de préparation",2.43,0.10116413,0.76878086,9.4276398e-8,0.10355789,0.0031078577,2.7542542e-8,3.7762571e-8,1.6609296e-9,0.0032595015,0.00019955798,0.011290752,0.011866866,12.16651804,163.50183,0.087684817,7.6811914,0.0000050650908
"20508",20508,"fruits, légumes, légumineuses et oléagineux","légumineuses","Haricot flageolet, appertisé, égouttés","Flageolet bean, canned, drained","2",0,"Ambiant (long)","Acier","Micro-onde",3.08,0.13618117999999999,1.1529414,1.2519759e-7,0.29120739,0.004187283,4.9615239e-8,3.7069166e-8,3.1958846e-9,0.0041938811,0.00033566366,0.010754192,0.013406016,12.778083599999999,149.50284,0.23411837,16.92781,0.0000058768482
"20513",20513,"fruits, légumes, légumineuses et oléagineux","légumineuses","Haricot flageolet, cuit","Flageolet bean, cooked","2",0,"Ambiant (long)","LDPE","Micro-onde",3.08,0.057279032,0.41844255,3.5588822e-8,0.22020959,0.0014686214,1.4584668e-8,1.5553324e-8,6.9950492e-10,0.0016641945,0.0001135861,0.0045108074,0.0051173792,4.98373415,65.034392,0.17104443,8.6538169,0.0000032695434
